country,country_iso2,document_type,title,year,document_url,source_filename,path_pdf,path_md,sha256,md5,size_bytes,page_count,ocr_reader
Estonia,EE,Consultations,National Report submitted for the 11th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/estonian-national-report-1960-convention-and-recommendation-against-discrimination-in-education.pdf,estonian-national-report-1960-convention-and-recommendation-against-discrimination-in-education.pdf,documents/estonia/r2e002/estonian-national-report-1960-convention-and-recommendation-against-discrimination-in-education/document.pdf,documents/estonia/r2e002/estonian-national-report-1960-convention-and-recommendation-against-discrimination-in-education/document.md,92b294663b4a2e0f3d38ee279f2db6ae43a4aab10d73a6d2ca4e528dd8eff7cf,9f0f319415269d685dd516281badf1d6,550895,57,docling+structure-repair
Ethiopia,ET,Law,Technical and Vocational Education and Training Proclamation - 2004,2004,https://media.unesco.org/sites/default/files/webform/r2e002/f0b0519e74cf2652534f45f81e65f11f7418a812.pdf,f0b0519e74cf2652534f45f81e65f11f7418a812.pdf,documents/ethiopia/r2e002/f0b0519e74cf2652534f45f81e65f11f7418a812/document.pdf,documents/ethiopia/r2e002/f0b0519e74cf2652534f45f81e65f11f7418a812/document.md,433dc15053630a4756958fb30181a39c86092514a298ea63dd7a6fad69d1d6e5,b4d41a6f39a1f8c063c53f5ff432d380,2210424,31,docling+structure-repair
Fiji,FJ,Programme/plan,Education Sector Strategic Plan 2009-2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/7e20f9ccaca3b6382563658a4ca2773b7a61c48f.pdf,7e20f9ccaca3b6382563658a4ca2773b7a61c48f.pdf,documents/fiji/r2e002/7e20f9ccaca3b6382563658a4ca2773b7a61c48f/document.pdf,documents/fiji/r2e002/7e20f9ccaca3b6382563658a4ca2773b7a61c48f/document.md,ec4a13caf352da82aa469b228e158c381d3a795cd30f90f1479c7f560b3092a7,f205429f54a3688c32e9a610436edc47,509410,52,docling+structure-repair
Fiji,FJ,Law,Education Act - 1978,1978,https://media.unesco.org/sites/default/files/webform/r2e002/dcb383f374adeff64854894a76dcea47d1305587.pdf,dcb383f374adeff64854894a76dcea47d1305587.pdf,documents/fiji/r2e002/dcb383f374adeff64854894a76dcea47d1305587/document.pdf,documents/fiji/r2e002/dcb383f374adeff64854894a76dcea47d1305587/document.md,49e70293d412259c20fa7d1320a83386d73911d7b9d1e149d6cebb842145abe0,3c49b34879819b43ef78ac9024454444,217324,31,docling+structure-repair
Finland,FI,Law,"Basic Education Act of 1998, as amended in 2020",2020,https://media.unesco.org/sites/default/files/webform/r2e002/89c81638374e374af7e1d88222b54d6d78574323.pdf,89c81638374e374af7e1d88222b54d6d78574323.pdf,documents/finland/r2e002/89c81638374e374af7e1d88222b54d6d78574323/document.pdf,documents/finland/r2e002/89c81638374e374af7e1d88222b54d6d78574323/document.md,36a468d4ed5f173390ea5b5cc05292ca8609c7e70ceabec62f8d4bd63c4cab63,60ea452f0c5f8928fc67afe624fa65a1,274117,29,docling+structure-repair
Finland,FI,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/finland_for_publication.pdf,finland_for_publication.pdf,documents/finland/r2e002/finland-for-publication/document.pdf,documents/finland/r2e002/finland-for-publication/document.md,5af4b61bdf3017b43ba044987917640d3a8ac65febc8c9af7553ba5b99daaa24,0ba9681ac9001e775de445b0b855fe2d,458730,39,docling+structure-repair
France,FR,Law,Loi d'orientation sur l'éducation N° 89-486 - 1989,1989,https://media.unesco.org/sites/default/files/webform/r2e002/7c2bf69e0cc69fd4779c3057a7a4a1c9017b176f.pdf,7c2bf69e0cc69fd4779c3057a7a4a1c9017b176f.pdf,documents/france/r2e002/7c2bf69e0cc69fd4779c3057a7a4a1c9017b176f/document.pdf,documents/france/r2e002/7c2bf69e0cc69fd4779c3057a7a4a1c9017b176f/document.md,157f6851ccbce3708cf01eeed92e904d77a1cb212cab065d1683125c14030bb2,590ce53def35a9419d3bfe13f8ee5e22,1030671,9,datalab
France,FR,Law,Loi Debré n° 59-1557 sur les rapports entre Etat et établissements d'enseignement privé - 1959,1959,https://media.unesco.org/sites/default/files/webform/r2e002/918ce23f4b42573334c3f9be64c7001b6a0668d4.pdf,918ce23f4b42573334c3f9be64c7001b6a0668d4.pdf,documents/france/r2e002/918ce23f4b42573334c3f9be64c7001b6a0668d4/document.pdf,documents/france/r2e002/918ce23f4b42573334c3f9be64c7001b6a0668d4/document.md,c0bcf338e7a9560073c2f46a1b679d5a54bb981aa78e0a7975cd41d929fa1f80,478c1fc5027ba154a10be01071346a3e,176125,6,datalab
France,FR,Law,"Loi n° 2014-288 relative à la formation professionnelle, à l'emploi et à la démocratie sociale - 2014",2014,https://media.unesco.org/sites/default/files/webform/r2e002/d1bf8c851e01ca0d0caac4ad02dbd56635656389.pdf,d1bf8c851e01ca0d0caac4ad02dbd56635656389.pdf,documents/france/r2e002/d1bf8c851e01ca0d0caac4ad02dbd56635656389/document.pdf,documents/france/r2e002/d1bf8c851e01ca0d0caac4ad02dbd56635656389/document.md,69884b4d124f8a8b8e4fbd52c87d0c88900716a543ef84d80378cb5871ece12a,45d2b8c0a8e996a3309322c658418998,2667061,18,unstructured
Gabon,GA,Law,"Loi N°21/2011 portant orientation générale de l'éducation, de la formation et de la recherche - 2011",2011,https://media.unesco.org/sites/default/files/webform/r2e002/251c92fb4e1547672c1b59748392e6daf2b1ce50.pdf,251c92fb4e1547672c1b59748392e6daf2b1ce50.pdf,documents/gabon/r2e002/251c92fb4e1547672c1b59748392e6daf2b1ce50/document.pdf,documents/gabon/r2e002/251c92fb4e1547672c1b59748392e6daf2b1ce50/document.md,45c812034699a3683bf619140923b4efc68721979850e884edc4eb57d2491ebe,94d8e511f1f9edeec24d8975f426eb36,8632343,17,llamaparse
Gabon,GA,Decree,Décret n°0404/PR/MENESTFPRSCJS sur les modalités d'attributions de bourses - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/a240f34b58ecc401bda220f13a1b2d88970e6b96.pdf,a240f34b58ecc401bda220f13a1b2d88970e6b96.pdf,documents/gabon/r2e002/a240f34b58ecc401bda220f13a1b2d88970e6b96/document.pdf,documents/gabon/r2e002/a240f34b58ecc401bda220f13a1b2d88970e6b96/document.md,df5dbbc5156348350ef03ec99fbda3f685ee4848c39e875b928411aefd18e9ed,ff753c6962d112a5d45d66d20f0939cf,3141625,7,datalab
Gabon,GA,Law,Loi n°047/2010 portant révision de la Constitution - 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/b17e8eb25debd1d7958e2a2e031a87a61f4a2b2e.pdf,b17e8eb25debd1d7958e2a2e031a87a61f4a2b2e.pdf,documents/gabon/r2e002/b17e8eb25debd1d7958e2a2e031a87a61f4a2b2e/document.pdf,documents/gabon/r2e002/b17e8eb25debd1d7958e2a2e031a87a61f4a2b2e/document.md,71bc14daa989d313a9f410230c5b06e1d858665d83770ce1604a96cfb46f2e9e,873f0bac92febc28450a60448bc3cc10,129842,7,docling+structure-repair
Gambia,GM,Law,The Children's Act 2005,2005,https://media.unesco.org/sites/default/files/webform/r2e002/14113d0af6f4ebcf515b01a19425aef6291d937a.pdf,14113d0af6f4ebcf515b01a19425aef6291d937a.pdf,documents/gambia/r2e002/14113d0af6f4ebcf515b01a19425aef6291d937a/document.pdf,documents/gambia/r2e002/14113d0af6f4ebcf515b01a19425aef6291d937a/document.md,8708d004a225cc020fd3d4065d9030cf23ed7b23b265cdde1cfe257f1055fb25,c47a11dfa66160998722f62ad91ef906,18353993,147,llamaparse
Gambia,GM,Programme/plan,Education Sector Policy 2016-2030,2030,https://media.unesco.org/sites/default/files/webform/r2e002/db319cdc23394cbeb0c726f185f6d57c386ba82a.pdf,db319cdc23394cbeb0c726f185f6d57c386ba82a.pdf,documents/gambia/r2e002/db319cdc23394cbeb0c726f185f6d57c386ba82a/document.pdf,documents/gambia/r2e002/db319cdc23394cbeb0c726f185f6d57c386ba82a/document.md,7c9cc084f83e896769a8e0afd072f29b5c6c1edbd95978c1f5d4b8eacc40e6b8,1d9f05c126749540a6959633c49722b0,532710,51,docling+structure-repair
Georgia,GE,Law,Law n° 4528 on Vocational Education (in Georgian) - 2007,2007,https://media.unesco.org/sites/default/files/webform/r2e002/79ae04a723d28049e939a113d95c3f844890b041.pdf,79ae04a723d28049e939a113d95c3f844890b041.pdf,documents/georgia/r2e002/79ae04a723d28049e939a113d95c3f844890b041/document.pdf,documents/georgia/r2e002/79ae04a723d28049e939a113d95c3f844890b041/document.md,d618fc87cd015abf39bf40e9e917fe629f3e3d93a1cbdd2669428f37d5ec19d2,293ad811a9c2128903b9b86506bee699,159540,22,docling+structure-repair
Georgia,GE,Law,"Law of Georgia on General Education 2005, with amendments up until 2019",2019,https://media.unesco.org/sites/default/files/webform/r2e002/8add25887ab49b4a5091a8e4706cca890232341a.pdf,8add25887ab49b4a5091a8e4706cca890232341a.pdf,documents/georgia/r2e002/8add25887ab49b4a5091a8e4706cca890232341a/document.pdf,documents/georgia/r2e002/8add25887ab49b4a5091a8e4706cca890232341a/document.md,bd2ff4c5a6fefe18e0bf580235f1eec8c67fbf5e266a90fd79656028572a64fc,106c75052ac8e498411acbfb007e7734,1149101,60,docling+structure-repair
Georgia,GE,Law,Education law n°826 (in Georgian) - 1997,1997,https://media.unesco.org/sites/default/files/webform/r2e002/aa8f68e90db45d0c880c2802b3dbc7b027d56459.pdf,aa8f68e90db45d0c880c2802b3dbc7b027d56459.pdf,documents/georgia/r2e002/aa8f68e90db45d0c880c2802b3dbc7b027d56459/document.pdf,documents/georgia/r2e002/aa8f68e90db45d0c880c2802b3dbc7b027d56459/document.md,da0b6816d83cb3ed05236bc544107638ea22558d517e409a498ea3e7b057eea8,a1f33338cc6956973d16c12261e31694,89161,13,docling+structure-repair
Georgia,GE,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/georgia-final-version-discrimination-in-education-3.pdf,georgia-final-version-discrimination-in-education-3.pdf,documents/georgia/r2e002/georgia-final-version-discrimination-in-education-3/document.pdf,documents/georgia/r2e002/georgia-final-version-discrimination-in-education-3/document.md,40dcdc995e39fef30609fe265f7cb537667c8c549da46af416eb118fe951e545,9a2a968ce4bf763339cdf0b395bb3225,293981,32,docling+structure-repair
Georgia,GE,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/georgia_for_publication.pdf,georgia_for_publication.pdf,documents/georgia/r2e002/georgia-for-publication/document.pdf,documents/georgia/r2e002/georgia-for-publication/document.md,d692093ecd9690e120ad82c6acec97dc70da052fb8d7c99c96a4d0c77bcb9899,c65cf87328b1a1e4dc4c085516f1f052,425057,28,docling+structure-repair
Germany,DE,Law,Act Implementing European Directives Putting Into Effect the Principle of Equal Treatment - 2007,2007,https://media.unesco.org/sites/default/files/webform/r2e002/3a9ebbfb86fadaf02fb2527446db4cb2ad40a74b.pdf,3a9ebbfb86fadaf02fb2527446db4cb2ad40a74b.pdf,documents/germany/r2e002/3a9ebbfb86fadaf02fb2527446db4cb2ad40a74b/document.pdf,documents/germany/r2e002/3a9ebbfb86fadaf02fb2527446db4cb2ad40a74b/document.md,71b99ccbefa305b52e4f514f5ca95202c3f510fac5755e6762deba6829a92b5b,c799b519bbd94ebf48133bc063d2754c,95355,10,docling+structure-repair
Germany,DE,Consultations,National Report submitted for the 7th Consultation on the 1974 Recommendation,1974,https://media.unesco.org/sites/default/files/webform/r2e002/germany_for_publication.pdf,germany_for_publication.pdf,documents/germany/r2e002/germany-for-publication/document.pdf,documents/germany/r2e002/germany-for-publication/document.md,80f8b5301061caf632cddbc9e3775bbc1634fdd20235f10d99898a36bab96861,326e30dbc0740ca57b07d647f8b6141d,330375,28,docling+structure-repair
Ghana,GH,Law,Education Act - 2008,2008,https://media.unesco.org/sites/default/files/webform/r2e002/27454759dad378258494891ef2e0e1bd46d1b39d.pdf,27454759dad378258494891ef2e0e1bd46d1b39d.pdf,documents/ghana/r2e002/27454759dad378258494891ef2e0e1bd46d1b39d/document.pdf,documents/ghana/r2e002/27454759dad378258494891ef2e0e1bd46d1b39d/document.md,4e300dec95f5ff613c2081f3c4d03f8bcc4b454561d178df2c69fe92ee4261d3,a5c59155205b0ddad732aa3059f238a8,2557053,22,docling+structure-repair
Ghana,GH,Programme/plan,"Ghana, Inclusive Education Policy, 2015",2015,https://media.unesco.org/sites/default/files/webform/r2e002/b3c028cdab6491f82e306dd29508953db1114805.pdf,b3c028cdab6491f82e306dd29508953db1114805.pdf,documents/ghana/r2e002/b3c028cdab6491f82e306dd29508953db1114805/document.pdf,documents/ghana/r2e002/b3c028cdab6491f82e306dd29508953db1114805/document.md,8bcafe963ae96b92158f51fa7b4412158f8f4f4c6d42291b33b39a8fb19ee19d,f732ec8e84c848b9b5ca298ecfb324d1,2514927,29,docling+structure-repair
Ghana,GH,Law,Children's Act - 1998,1998,https://media.unesco.org/sites/default/files/webform/r2e002/f7a7a002205e07fbf119bc00c8bd3208a438b37f.pdf,f7a7a002205e07fbf119bc00c8bd3208a438b37f.pdf,documents/ghana/r2e002/f7a7a002205e07fbf119bc00c8bd3208a438b37f/document.pdf,documents/ghana/r2e002/f7a7a002205e07fbf119bc00c8bd3208a438b37f/document.md,722642bba5bb0cffde81574ac6c445228ed90d39926e468564e6eba64cf87640,96f84693ab674020572c76dba41a2e71,239539,42,docling+structure-repair
Ghana,GH,Programme/plan,Pre-tertiary teacher professional development and management - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/fcf3eec084df6148f1a026e55c326c915658999f.pdf,fcf3eec084df6148f1a026e55c326c915658999f.pdf,documents/ghana/r2e002/fcf3eec084df6148f1a026e55c326c915658999f/document.pdf,documents/ghana/r2e002/fcf3eec084df6148f1a026e55c326c915658999f/document.md,df312cb0d1aed65663eedebf5cb4e26405deb9cd9ba941ff0cc01ab9eae22776,5670c32ec2c10b8f89ff4e6b369a4bbd,970192,27,reducto
Guatemala,GT,Consultations,National Report submitted for the 10th Consultation on the 1960 Convention and Recommendation,1960,https://media.unesco.org/sites/default/files/webform/r2e002/guatemala-informe-convencion-y-recomendacion-relativa-a-la-lucha-contra-las-discriminaciones.pdf,guatemala-informe-convencion-y-recomendacion-relativa-a-la-lucha-contra-las-discriminaciones.pdf,documents/guatemala/r2e002/guatemala-informe-convencion-y-recomendacion-relativa-a-la-lucha-contra-las-discriminaciones/document.pdf,documents/guatemala/r2e002/guatemala-informe-convencion-y-recomendacion-relativa-a-la-lucha-contra-las-discriminaciones/document.md,c725d349158a7aa582aee3845304df7cf7beef31de6f1df05a6406eff6cca8be,b3e7b247abaf73d6fe31d6d70a8eff12,365801,34,docling+structure-repair
Guinea-Bissau,GW,Constitution,Constitution of Guinea-Bissau - 1996,1996,https://media.unesco.org/sites/default/files/webform/r2e002/688be193bb881fd3d2d1bb1479349da318b52f4a.pdf,688be193bb881fd3d2d1bb1479349da318b52f4a.pdf,documents/guinea-bissau/r2e002/688be193bb881fd3d2d1bb1479349da318b52f4a/document.pdf,documents/guinea-bissau/r2e002/688be193bb881fd3d2d1bb1479349da318b52f4a/document.md,03ab3b1fab3f8c3bf8c833203dfb7cc8dcb1d9cc7242ee4060c61aa43e20e8c4,71cb72a95c54ad0025a61deaa90b6795,188791,37,docling+structure-repair
Guinea-Bissau,GW,Programme/plan,Country Strategic Paper 2015-2019,2019,https://media.unesco.org/sites/default/files/webform/r2e002/93b0c189718eeb2e921036d4045f5fe0d2a1def0.pdf,93b0c189718eeb2e921036d4045f5fe0d2a1def0.pdf,documents/guinea-bissau/r2e002/93b0c189718eeb2e921036d4045f5fe0d2a1def0/document.pdf,documents/guinea-bissau/r2e002/93b0c189718eeb2e921036d4045f5fe0d2a1def0/document.md,a7ce64e7dcdb8c25704fd3a49f62705a8ad0ed6056b3e2dabb1fde4ac669da9e,96543717997dcbd616dc24abc318a479,1088068,48,docling+structure-repair
Guinea-Bissau,GW,Programme/plan,Document de Stratégie-Pays 2015-2019,2019,https://media.unesco.org/sites/default/files/webform/r2e002/9b559072af1cb70f6e884bcd9737d369cfc5f223.pdf,9b559072af1cb70f6e884bcd9737d369cfc5f223.pdf,documents/guinea-bissau/r2e002/9b559072af1cb70f6e884bcd9737d369cfc5f223/document.pdf,documents/guinea-bissau/r2e002/9b559072af1cb70f6e884bcd9737d369cfc5f223/document.md,aa79c3c3b3b7f95dce09bab13d2c5653c6b52f3be0765063df29355b2eab7cdb,5b77e73bca1561a1515856ee75dd5b3b,1387533,53,docling+structure-repair
Guyana,GY,Law,President's College Act - 1990,1990,https://media.unesco.org/sites/default/files/webform/r2e002/0bba318b9aae8ed7ca91916fc6c4af17af8d99e7.pdf,0bba318b9aae8ed7ca91916fc6c4af17af8d99e7.pdf,documents/guyana/r2e002/0bba318b9aae8ed7ca91916fc6c4af17af8d99e7/document.pdf,documents/guyana/r2e002/0bba318b9aae8ed7ca91916fc6c4af17af8d99e7/document.md,4a0f09bfc63dd8562087b5922bb1ea75c2566e8ee2ae68c5bae43ef192870136,e3a3ef3bdc35976995d38f2e61bfe57b,26225,10,docling+structure-repair
Guyana,GY,Programme/plan,Strategic Plan 2008-2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/8779a94632fc1a17f09ae03fafbd459a6a685a48.pdf,8779a94632fc1a17f09ae03fafbd459a6a685a48.pdf,documents/guyana/r2e002/8779a94632fc1a17f09ae03fafbd459a6a685a48/document.pdf,documents/guyana/r2e002/8779a94632fc1a17f09ae03fafbd459a6a685a48/document.md,600afd665765460ddeb33a60eebdb2a9704ef8d7ba1bf687a16f293ac1c1605c,2d3faaaaf1a64ae93df5b91831efff2a,5221870,70,unstructured
Guyana,GY,Law,Education Act - 1877 (and amendments),1877,https://media.unesco.org/sites/default/files/webform/r2e002/b21a421586b7c3dfb317764cc8cc92fdb4964d04.pdf,b21a421586b7c3dfb317764cc8cc92fdb4964d04.pdf,documents/guyana/r2e002/b21a421586b7c3dfb317764cc8cc92fdb4964d04/document.pdf,documents/guyana/r2e002/b21a421586b7c3dfb317764cc8cc92fdb4964d04/document.md,fbbb4773ed0fd78d1d69b4a4a1b146fe6ec7d75274193aa3dcfa71f23da9e291,11cb82489805ab2e9f2fac85af1786b1,60894,29,docling+structure-repair
Haiti,HT,Law,Loi sur l’intégration des personnes handicapées du 21 mai 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/07313f2b429629a032173413d4d86b68d25dbc44.pdf,07313f2b429629a032173413d4d86b68d25dbc44.pdf,documents/haiti/r2e002/07313f2b429629a032173413d4d86b68d25dbc44/document.pdf,documents/haiti/r2e002/07313f2b429629a032173413d4d86b68d25dbc44/document.md,329a6bf8fdac771473338d1cd87060ee48b0cb012706c383df96fb59c201a19d,8909a2e721b63d2dbf3a2f8646964c7e,17438521,24,llamaparse
Haiti,HT,Constitution,Loi revision Constitution Haiti 2011,2011,https://media.unesco.org/sites/default/files/webform/r2e002/3c8770c3b6c108a8537f8d5e7e545396a5222646.pdf,3c8770c3b6c108a8537f8d5e7e545396a5222646.pdf,documents/haiti/r2e002/3c8770c3b6c108a8537f8d5e7e545396a5222646/document.pdf,documents/haiti/r2e002/3c8770c3b6c108a8537f8d5e7e545396a5222646/document.md,f134af94f16fab9a37cc30d05d30cb6264bd7e77e23bcf83bbca1a251464b436,102b6a68d7665f08b1501fa5f5a93e55,4616563,21,llamaparse
Honduras,HN,Decree,Decreto n°35-2013 Reformar el Código de la Niñez y la Adolescencia - 2013,2013,https://media.unesco.org/sites/default/files/webform/r2e002/052fc0362d5751cd0b1743c9f60655f8a40033fc.pdf,052fc0362d5751cd0b1743c9f60655f8a40033fc.pdf,documents/honduras/r2e002/052fc0362d5751cd0b1743c9f60655f8a40033fc/document.pdf,documents/honduras/r2e002/052fc0362d5751cd0b1743c9f60655f8a40033fc/document.md,41ef1d69da6734544482b399c1dc68df474d5fc97b6b46a7f0d5da4c26548580,93b4ef01aa330b94399b88e267f78b64,1201737,46,llamaparse
Honduras,HN,Law,Organic Law of Education - 1966,1966,https://media.unesco.org/sites/default/files/webform/r2e002/29a555bcb307bb576e38456e019de453e18e2625.pdf,29a555bcb307bb576e38456e019de453e18e2625.pdf,documents/honduras/r2e002/29a555bcb307bb576e38456e019de453e18e2625/document.pdf,documents/honduras/r2e002/29a555bcb307bb576e38456e019de453e18e2625/document.md,fbd7efa9f1763a01c035bf5e7c699c220906da5c26d51f64b84aa037e7f40d49,8d0a97d14fa597aeb21391a013aa087d,83204,20,docling+structure-repair
Honduras,HN,Law,Law on the Habilitation and Rehabilitation of People with Disabilities - 1987,1987,https://media.unesco.org/sites/default/files/webform/r2e002/6f791633039eb76e8608d5ed3b9bc38d46d2d22b.pdf,6f791633039eb76e8608d5ed3b9bc38d46d2d22b.pdf,documents/honduras/r2e002/6f791633039eb76e8608d5ed3b9bc38d46d2d22b/document.pdf,documents/honduras/r2e002/6f791633039eb76e8608d5ed3b9bc38d46d2d22b/document.md,e586c400c997270d84761166d07510b77ebcfcf40368f39abd5f93c9f41c716b,9cc1a40b3d15bf67aa3874614baede77,541702,4,datalab
Honduras,HN,Law,Fundamental law of education - 2012,2012,https://media.unesco.org/sites/default/files/webform/r2e002/84a4c0970bbe9f4b7f64b459f03a024c8f2b2687.pdf,84a4c0970bbe9f4b7f64b459f03a024c8f2b2687.pdf,documents/honduras/r2e002/84a4c0970bbe9f4b7f64b459f03a024c8f2b2687/document.pdf,documents/honduras/r2e002/84a4c0970bbe9f4b7f64b459f03a024c8f2b2687/document.md,b7f3cfe25276749785688e552c313fea43cb7c87abf642def9867c23af9240ab,e23ad6cc7071b4d2a1cec7645199dec4,26651580,15,llamaparse
Honduras,HN,Law,Organic Law of the Autonomous University of Honduras - 1958,1958,https://media.unesco.org/sites/default/files/webform/r2e002/906ca0d749c5f94208152b38eb1a3cf5f61b8ad1.pdf,906ca0d749c5f94208152b38eb1a3cf5f61b8ad1.pdf,documents/honduras/r2e002/906ca0d749c5f94208152b38eb1a3cf5f61b8ad1/document.pdf,documents/honduras/r2e002/906ca0d749c5f94208152b38eb1a3cf5f61b8ad1/document.md,612962fc175beedf8d4ffd58c324f98a948be3bc7ad34afe295bd8ea71c6fbf0,005a1779da911952428ad8c3a2fd23bd,882965,17,llamaparse
Honduras,HN,Programme/plan,Strategic Education Plan - 2005-2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/c7d5dc999eda42de4f00a2cf96208aa247a0f1f3.pdf,c7d5dc999eda42de4f00a2cf96208aa247a0f1f3.pdf,documents/honduras/r2e002/c7d5dc999eda42de4f00a2cf96208aa247a0f1f3/document.pdf,documents/honduras/r2e002/c7d5dc999eda42de4f00a2cf96208aa247a0f1f3/document.md,479e0631aad2c7b78e138133eae6f30a8d6f9a3110ff4230f112e291b437b9cc,9d7a559a79383345d86b5e3feee6c963,2069019,23,docling+structure-repair
Honduras,HN,Programme/plan,Strategic Plan of the Education Sector 2005-2015,2015,https://media.unesco.org/sites/default/files/webform/r2e002/d6c5eb6abe8414c10ba43b9a712700446c4abe8c.pdf,d6c5eb6abe8414c10ba43b9a712700446c4abe8c.pdf,documents/honduras/r2e002/d6c5eb6abe8414c10ba43b9a712700446c4abe8c/document.pdf,documents/honduras/r2e002/d6c5eb6abe8414c10ba43b9a712700446c4abe8c/document.md,9b76dd7c82b6dfeb5e49924a121fbedb3a48c146ceffe569a3fbc749a2e2d067,1eedc984801a24732c0163ca9039297e,2528108,23,docling+structure-repair
Honduras,HN,Law,Law on the National Institute for teacher's training - 1986,1986,https://media.unesco.org/sites/default/files/webform/r2e002/dc058f595c631902dcdc0fb38d9cb43abfcf10af.pdf,dc058f595c631902dcdc0fb38d9cb43abfcf10af.pdf,documents/honduras/r2e002/dc058f595c631902dcdc0fb38d9cb43abfcf10af/document.pdf,documents/honduras/r2e002/dc058f595c631902dcdc0fb38d9cb43abfcf10af/document.md,295a563a575fb6ddbc950b1af8b5c5a4847376d7904dd833acdac469d86b77ff,8e19ece12c8ea7cd8a69e7fd1f0e2f43,629487,32,docling+structure-repair
